rel_key,priority,priority_label,doc_depth,kind,rel_path,abs_path,output_md,parent_summary_only,status,reason
directory:src/commands/tui,124,C,skip,directory,src/commands/tui,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/tui,directories/src__commands__tui.md,1,skipped,skipped: covered by parent summary
directory:src/commands/upgrade,125,C,skip,directory,src/commands/upgrade,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/upgrade,directories/src__commands__upgrade.md,1,skipped,skipped: covered by parent summary
directory:src/commands/usage,126,C,skip,directory,src/commands/usage,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/usage,directories/src__commands__usage.md,1,skipped,skipped: covered by parent summary
directory:src/commands/vault,127,C,skip,directory,src/commands/vault,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/vault,directories/src__commands__vault.md,1,skipped,skipped: covered by parent summary
directory:src/commands/vim,128,C,skip,directory,src/commands/vim,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/vim,directories/src__commands__vim.md,1,skipped,skipped: covered by parent summary
directory:src/commands/voice,129,C,skip,directory,src/commands/voice,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/voice,directories/src__commands__voice.md,1,skipped,skipped: covered by parent summary
directory:src/commands/agents-platform,130,C,skip,directory,src/commands/agents-platform,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/agents-platform,directories/src__commands__agents-platform.md,1,skipped,skipped: covered by parent summary
directory:src/commands/backfill-sessions,131,C,skip,directory,src/commands/backfill-sessions,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/backfill-sessions,directories/src__commands__backfill-sessions.md,1,skipped,skipped: covered by parent summary
directory:src/commands/break-cache,132,C,skip,directory,src/commands/break-cache,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/break-cache,directories/src__commands__break-cache.md,1,skipped,skipped: covered by parent summary
directory:src/commands/debug-tool-call,133,C,skip,directory,src/commands/debug-tool-call,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/debug-tool-call,directories/src__commands__debug-tool-call.md,1,skipped,skipped: covered by parent summary
directory:src/commands/extra-usage,134,C,skip,directory,src/commands/extra-usage,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/extra-usage,directories/src__commands__extra-usage.md,1,skipped,skipped: covered by parent summary
directory:src/commands/good-claude,135,C,skip,directory,src/commands/good-claude,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/good-claude,directories/src__commands__good-claude.md,1,skipped,skipped: covered by parent summary
directory:src/commands/install-slack-app,136,C,skip,directory,src/commands/install-slack-app,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/install-slack-app,directories/src__commands__install-slack-app.md,1,skipped,skipped: covered by parent summary
directory:src/commands/keybindings,137,C,skip,directory,src/commands/keybindings,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/keybindings,directories/src__commands__keybindings.md,1,skipped,skipped: covered by parent summary
directory:src/commands/local-memory,138,C,skip,directory,src/commands/local-memory,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/local-memory,directories/src__commands__local-memory.md,1,skipped,skipped: covered by parent summary
directory:src/commands/local-vault,139,C,skip,directory,src/commands/local-vault,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/local-vault,directories/src__commands__local-vault.md,1,skipped,skipped: covered by parent summary
directory:src/commands/output-style,140,C,skip,directory,src/commands/output-style,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/output-style,directories/src__commands__output-style.md,1,skipped,skipped: covered by parent summary
directory:src/commands/permissions,141,C,skip,directory,src/commands/permissions,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/permissions,directories/src__commands__permissions.md,1,skipped,skipped: covered by parent summary
directory:src/commands/pipe-status,142,C,skip,directory,src/commands/pipe-status,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/pipe-status,directories/src__commands__pipe-status.md,1,skipped,skipped: covered by parent summary
directory:src/commands/pr_comments,143,C,skip,directory,src/commands/pr_comments,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/pr_comments,directories/src__commands__pr_comments.md,1,skipped,skipped: covered by parent summary
directory:src/commands/privacy-settings,144,C,skip,directory,src/commands/privacy-settings,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/privacy-settings,directories/src__commands__privacy-settings.md,1,skipped,skipped: covered by parent summary
directory:src/commands/rate-limit-options,145,C,skip,directory,src/commands/rate-limit-options,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/rate-limit-options,directories/src__commands__rate-limit-options.md,1,skipped,skipped: covered by parent summary
directory:src/commands/release-notes,146,C,skip,directory,src/commands/release-notes,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/release-notes,directories/src__commands__release-notes.md,1,skipped,skipped: covered by parent summary
directory:src/commands/reload-plugins,147,C,skip,directory,src/commands/reload-plugins,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/reload-plugins,directories/src__commands__reload-plugins.md,1,skipped,skipped: covered by parent summary
directory:src/commands/remote-setup,148,C,skip,directory,src/commands/remote-setup,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/remote-setup,directories/src__commands__remote-setup.md,1,skipped,skipped: covered by parent summary
directory:src/commands/remoteControlServer,149,C,skip,directory,src/commands/remoteControlServer,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/remoteControlServer,directories/src__commands__remoteControlServer.md,1,skipped,skipped: covered by parent summary
directory:src/commands/reset-limits,150,C,skip,directory,src/commands/reset-limits,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/reset-limits,directories/src__commands__reset-limits.md,1,skipped,skipped: covered by parent summary
directory:src/commands/sandbox-toggle,151,C,skip,directory,src/commands/sandbox-toggle,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/sandbox-toggle,directories/src__commands__sandbox-toggle.md,1,skipped,skipped: covered by parent summary
directory:src/commands/skill-learning,152,C,skip,directory,src/commands/skill-learning,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/skill-learning,directories/src__commands__skill-learning.md,1,skipped,skipped: covered by parent summary
directory:src/commands/skill-search,153,C,skip,directory,src/commands/skill-search,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/skill-search,directories/src__commands__skill-search.md,1,skipped,skipped: covered by parent summary
directory:src/commands/terminalSetup,154,C,skip,directory,src/commands/terminalSetup,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/terminalSetup,directories/src__commands__terminalSetup.md,1,skipped,skipped: covered by parent summary
directory:src/commands/thinkback-play,155,C,skip,directory,src/commands/thinkback-play,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/thinkback-play,directories/src__commands__thinkback-play.md,1,skipped,skipped: covered by parent summary
file:src/services/mcp/client.ts,156,C,skip,file,src/services/mcp/client.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/mcp/client.ts,files/src__services__mcp__client.ts.md,1,skipped,skipped: below default budget
file:scripts/defines.ts,157,C,skip,file,scripts/defines.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/scripts/defines.ts,files/scripts__defines.ts.md,1,skipped,skipped: below default budget
directory:src/services/langfuse,158,C,skip,directory,src/services/langfuse,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/langfuse,directories/src__services__langfuse.md,1,skipped,skipped: covered by parent summary
directory:src/services/oauth,159,C,skip,directory,src/services/oauth,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/oauth,directories/src__services__oauth.md,1,skipped,skipped: covered by parent summary
directory:src/entrypoints/sdk,160,C,skip,directory,src/entrypoints/sdk,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/entrypoints/sdk,directories/src__entrypoints__sdk.md,1,skipped,skipped: covered by parent summary
directory:src/native-ts/file-index,161,C,skip,directory,src/native-ts/file-index,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/native-ts/file-index,directories/src__native-ts__file-index.md,1,skipped,skipped: covered by parent summary
directory:src/services/contextCollapse,162,C,skip,directory,src/services/contextCollapse,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/contextCollapse,directories/src__services__contextCollapse.md,1,skipped,skipped: covered by parent summary
directory:src/services/policyLimits,163,C,skip,directory,src/services/policyLimits,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/policyLimits,directories/src__services__policyLimits.md,1,skipped,skipped: covered by parent summary
